item_id,league,season,date,away,home,away_score,home_score,away_logo,home_logo,final_margin,total_goals,red_cards,lead_changes,came_from_behind,late_drama,is_knockout
soccer-638197,eng.1,2023,2023-05-28 15:30:00+00:00,BHA,AVL,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,1,3,0,0,0,0,0
soccer-638196,eng.1,2023,2023-05-28 15:30:00+00:00,MNC,BRE,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,1,1,0,0,0,1,0
soccer-638195,eng.1,2023,2023-05-28 15:30:00+00:00,NEW,CHE,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0,2,0,0,1,0,0
soccer-638194,eng.1,2023,2023-05-28 15:30:00+00:00,NFO,CRY,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0,2,0,0,1,0,0
soccer-638198,eng.1,2023,2023-05-28 15:30:00+00:00,BOU,EVE,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,1,1,0,0,0,0,0
soccer-638192,eng.1,2023,2023-05-28 15:30:00+00:00,TOT,LEE,4,1,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/357.png,3,5,0,0,0,1,0
soccer-638191,eng.1,2023,2023-05-28 15:30:00+00:00,WHU,LEI,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,1,3,0,0,0,0,0
soccer-638190,eng.1,2023,2023-05-28 15:30:00+00:00,FUL,MAN,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,1,3,0,1,1,0,0
soccer-638193,eng.1,2023,2023-05-28 15:30:00+00:00,LIV,SOU,4,4,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/376.png,0,8,0,1,1,0,0
soccer-671031,eng.1,2024,2023-08-11 19:00:00+00:00,MNC,BUR,3,0,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,3,3,1,0,0,0,0
soccer-671032,eng.1,2024,2023-08-12 12:00:00+00:00,NFO,ARS,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,1,3,0,0,0,1,0
soccer-671033,eng.1,2024,2023-08-12 14:00:00+00:00,WHU,BOU,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0,2,0,0,1,1,0
soccer-671034,eng.1,2024,2023-08-12 14:00:00+00:00,LTN,BHA,1,4,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,3,5,0,0,0,1,0
soccer-671035,eng.1,2024,2023-08-12 14:00:00+00:00,FUL,EVE,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,1,1,0,0,0,0,0
soccer-671036,eng.1,2024,2023-08-12 14:00:00+00:00,CRY,SHU,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,1,1,0,0,0,0,0
soccer-671037,eng.1,2024,2023-08-12 16:30:00+00:00,AVL,NEW,1,5,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,4,6,0,0,0,1,0
soccer-671038,eng.1,2024,2023-08-13 13:00:00+00:00,TOT,BRE,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0,4,0,1,1,0,0
soccer-671039,eng.1,2024,2023-08-13 15:30:00+00:00,LIV,CHE,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0,2,0,0,1,0,0
soccer-671040,eng.1,2024,2023-08-14 19:00:00+00:00,WOL,MAN,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,1,1,0,0,0,0,0
soccer-671047,eng.1,2024,2023-08-18 18:45:00+00:00,SHU,NFO,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,1,3,0,0,0,1,0
soccer-671043,eng.1,2024,2023-08-19 14:00:00+00:00,BRE,FUL,3,0,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,3,3,1,0,0,1,0
soccer-671044,eng.1,2024,2023-08-19 14:00:00+00:00,BOU,LIV,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,2,4,1,1,1,0,0
soccer-671050,eng.1,2024,2023-08-19 14:00:00+00:00,BHA,WOL,4,1,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,3,5,1,0,0,0,0
soccer-671048,eng.1,2024,2023-08-19 16:30:00+00:00,MAN,TOT,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,2,2,0,0,0,1,0
soccer-671046,eng.1,2024,2023-08-19 19:00:00+00:00,NEW,MNC,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,1,1,0,0,0,0,0
soccer-671041,eng.1,2024,2023-08-20 13:00:00+00:00,EVE,AVL,0,4,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,4,4,0,0,0,0,0
soccer-671049,eng.1,2024,2023-08-20 15:30:00+00:00,CHE,WHU,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,2,4,1,0,0,1,0
soccer-671042,eng.1,2024,2023-08-21 19:00:00+00:00,ARS,CRY,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,1,1,1,0,0,0,0
soccer-671056,eng.1,2024,2023-08-25 19:00:00+00:00,LTN,CHE,0,3,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,3,3,0,0,0,0,0
soccer-671052,eng.1,2024,2023-08-26 11:30:00+00:00,TOT,BOU,2,0,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,2,2,0,0,0,0,0
soccer-671051,eng.1,2024,2023-08-26 14:00:00+00:00,FUL,ARS,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0,4,1,1,1,1,0
soccer-671053,eng.1,2024,2023-08-26 14:00:00+00:00,CRY,BRE,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0,2,0,0,1,0,0
soccer-671057,eng.1,2024,2023-08-26 14:00:00+00:00,WOL,EVE,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,1,1,0,0,0,1,0
soccer-671058,eng.1,2024,2023-08-26 14:00:00+00:00,NFO,MAN,2,3,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,1,5,1,1,1,0,0
soccer-671054,eng.1,2024,2023-08-26 16:30:00+00:00,WHU,BHA,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,2,4,0,0,0,1,0
soccer-671060,eng.1,2024,2023-08-27 13:00:00+00:00,AVL,BUR,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,2,4,0,0,0,0,0
soccer-671059,eng.1,2024,2023-08-27 13:00:00+00:00,MNC,SHU,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,1,3,0,0,0,1,0
soccer-671055,eng.1,2024,2023-08-27 15:30:00+00:00,LIV,NEW,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,1,3,1,1,1,1,0
soccer-671070,eng.1,2024,2023-09-01 19:00:00+00:00,WHU,LTN,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,1,3,0,0,0,1,0
soccer-671067,eng.1,2024,2023-09-02 11:30:00+00:00,EVE,SHU,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,0,4,0,1,1,0,0
soccer-671068,eng.1,2024,2023-09-02 14:00:00+00:00,BOU,BRE,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0,4,0,1,1,1,0
soccer-671061,eng.1,2024,2023-09-02 14:00:00+00:00,TOT,BUR,5,2,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,3,7,0,1,1,1,0
soccer-671062,eng.1,2024,2023-09-02 14:00:00+00:00,NFO,CHE,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,1,1,0,0,0,0,0
soccer-671066,eng.1,2024,2023-09-02 14:00:00+00:00,FUL,MNC,1,5,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,4,6,0,0,0,1,0
soccer-671069,eng.1,2024,2023-09-02 16:30:00+00:00,NEW,BHA,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,2,4,0,0,0,1,0
soccer-671063,eng.1,2024,2023-09-03 13:00:00+00:00,WOL,CRY,2,3,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,1,5,0,0,0,1,0
soccer-671064,eng.1,2024,2023-09-03 13:00:00+00:00,AVL,LIV,0,3,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,3,3,0,0,0,0,0
soccer-671065,eng.1,2024,2023-09-03 15:30:00+00:00,MAN,ARS,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,2,4,0,1,1,1,0
soccer-671080,eng.1,2024,2023-09-16 11:30:00+00:00,LIV,WOL,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,2,4,0,1,1,1,0
soccer-671071,eng.1,2024,2023-09-16 14:00:00+00:00,CRY,AVL,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,2,4,0,1,1,1,0
soccer-671074,eng.1,2024,2023-09-16 14:00:00+00:00,LTN,FUL,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,1,1,0,0,0,0,0
soccer-671075,eng.1,2024,2023-09-16 14:00:00+00:00,BHA,MAN,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,2,4,0,0,0,0,0
soccer-671079,eng.1,2024,2023-09-16 14:00:00+00:00,SHU,TOT,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,1,3,1,1,1,1,0
soccer-671078,eng.1,2024,2023-09-16 14:00:00+00:00,MNC,WHU,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,2,4,0,1,1,1,0
soccer-671077,eng.1,2024,2023-09-16 16:30:00+00:00,BRE,NEW,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,1,1,0,0,0,0,0
soccer-671072,eng.1,2024,2023-09-17 13:00:00+00:00,CHE,BOU,0,0,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0,0,0,0,0,0,0
soccer-671073,eng.1,2024,2023-09-17 15:30:00+00:00,ARS,EVE,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,1,1,0,0,0,0,0
soccer-671076,eng.1,2024,2023-09-18 18:45:00+00:00,BUR,NFO,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,0,2,1,0,1,0,0
soccer-671089,eng.1,2024,2023-09-23 14:00:00+00:00,FUL,CRY,0,0,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0,0,0,0,0,0,0
soccer-671082,eng.1,2024,2023-09-23 14:00:00+00:00,WOL,LTN,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0,2,1,0,1,0,0
soccer-671081,eng.1,2024,2023-09-23 14:00:00+00:00,NFO,MNC,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,2,2,1,0,0,0,0
soccer-671086,eng.1,2024,2023-09-23 16:30:00+00:00,EVE,BRE,3,1,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,2,4,0,0,0,0,0
soccer-671088,eng.1,2024,2023-09-23 19:00:00+00:00,MAN,BUR,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,1,1,0,0,0,0,0
soccer-671085,eng.1,2024,2023-09-24 13:00:00+00:00,TOT,ARS,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0,4,0,0,1,0,0
soccer-671087,eng.1,2024,2023-09-24 13:00:00+00:00,BOU,BHA,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,2,4,0,1,1,0,0
soccer-671083,eng.1,2024,2023-09-24 13:00:00+00:00,AVL,CHE,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,1,1,1,0,0,0,0
soccer-671090,eng.1,2024,2023-09-24 13:00:00+00:00,WHU,LIV,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,2,4,0,0,0,1,0
soccer-671084,eng.1,2024,2023-09-24 15:30:00+00:00,NEW,SHU,8,0,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,8,8,0,0,0,1,0
soccer-671098,eng.1,2024,2023-09-30 11:30:00+00:00,BHA,AVL,1,6,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,5,7,0,0,0,1,0
soccer-671099,eng.1,2024,2023-09-30 14:00:00+00:00,ARS,BOU,4,0,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,4,4,0,0,0,1,0
soccer-671091,eng.1,2024,2023-09-30 14:00:00+00:00,LTN,EVE,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,1,3,0,0,0,0,0
soccer-671092,eng.1,2024,2023-09-30 14:00:00+00:00,CRY,MAN,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,1,1,0,0,0,0,0
soccer-671095,eng.1,2024,2023-09-30 14:00:00+00:00,BUR,NEW,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,2,2,0,0,0,0,0
soccer-671096,eng.1,2024,2023-09-30 14:00:00+00:00,SHU,WHU,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,2,2,0,0,0,0,0
soccer-671097,eng.1,2024,2023-09-30 14:00:00+00:00,MNC,WOL,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,1,3,0,0,0,0,0
soccer-671100,eng.1,2024,2023-09-30 16:30:00+00:00,LIV,TOT,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,1,3,2,0,0,1,0
soccer-671094,eng.1,2024,2023-10-01 13:00:00+00:00,BRE,NFO,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,0,2,1,0,1,0,0
soccer-671093,eng.1,2024,2023-10-02 19:00:00+00:00,CHE,FUL,2,0,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,2,2,0,0,0,0,0
soccer-671045,eng.1,2024,2023-10-03 18:30:00+00:00,BUR,LTN,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,1,3,0,0,0,1,0
soccer-671107,eng.1,2024,2023-10-07 11:30:00+00:00,TOT,LTN,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,1,1,1,0,0,0,0
soccer-671103,eng.1,2024,2023-10-07 14:00:00+00:00,CHE,BUR,4,1,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,3,5,0,1,1,0,0
soccer-671110,eng.1,2024,2023-10-07 14:00:00+00:00,BOU,EVE,0,3,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,3,3,0,0,0,0,0
soccer-671106,eng.1,2024,2023-10-07 14:00:00+00:00,SHU,FUL,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,2,4,0,0,0,1,0
soccer-671108,eng.1,2024,2023-10-07 14:00:00+00:00,BRE,MAN,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,1,3,0,1,1,1,0
soccer-671104,eng.1,2024,2023-10-07 16:30:00+00:00,NFO,CRY,0,0,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0,0,0,0,0,0,0
soccer-671102,eng.1,2024,2023-10-08 13:00:00+00:00,LIV,BHA,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0,4,0,1,1,0,0
soccer-671109,eng.1,2024,2023-10-08 13:00:00+00:00,NEW,WHU,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,0,4,0,1,1,1,0
soccer-671105,eng.1,2024,2023-10-08 13:00:00+00:00,AVL,WOL,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0,2,1,0,1,0,0
soccer-671101,eng.1,2024,2023-10-08 15:30:00+00:00,MNC,ARS,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,1,1,0,0,0,1,0
soccer-671115,eng.1,2024,2023-10-21 11:30:00+00:00,EVE,LIV,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,2,2,1,0,0,1,0
soccer-671112,eng.1,2024,2023-10-21 14:00:00+00:00,WOL,BOU,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,1,3,1,1,1,1,0
soccer-671111,eng.1,2024,2023-10-21 14:00:00+00:00,BUR,BRE,0,3,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,3,3,1,0,0,1,0
soccer-671113,eng.1,2024,2023-10-21 14:00:00+00:00,BHA,MNC,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,1,3,1,0,0,0,0
soccer-671117,eng.1,2024,2023-10-21 14:00:00+00:00,CRY,NEW,0,4,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,4,4,0,0,0,0,0
soccer-671118,eng.1,2024,2023-10-21 14:00:00+00:00,LTN,NFO,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,0,4,0,0,1,1,0
soccer-671114,eng.1,2024,2023-10-21 16:30:00+00:00,ARS,CHE,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0,4,0,0,1,1,0
soccer-671119,eng.1,2024,2023-10-21 19:00:00+00:00,MAN,SHU,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,1,3,0,0,0,0,0
soccer-671120,eng.1,2024,2023-10-22 15:30:00+00:00,WHU,AVL,1,4,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,3,5,0,0,0,1,0
soccer-671116,eng.1,2024,2023-10-23 19:00:00+00:00,FUL,TOT,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,2,2,0,0,0,0,0
soccer-671126,eng.1,2024,2023-10-27 19:00:00+00:00,TOT,CRY,2,1,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,1,3,0,0,0,1,0
soccer-671130,eng.1,2024,2023-10-28 11:30:00+00:00,BRE,CHE,2,0,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,2,2,0,0,0,1,0
soccer-671123,eng.1,2024,2023-10-28 14:00:00+00:00,BUR,BOU,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,1,3,0,1,1,0,0
soccer-671122,eng.1,2024,2023-10-28 14:00:00+00:00,SHU,ARS,0,5,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,5,5,0,0,0,1,0
soccer-671125,eng.1,2024,2023-10-28 16:30:00+00:00,NEW,WOL,2,2,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0,4,0,0,1,0,0
soccer-671129,eng.1,2024,2023-10-29 13:00:00+00:00,EVE,WHU,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,1,1,0,0,0,0,0
soccer-671121,eng.1,2024,2023-10-29 14:00:00+00:00,LTN,AVL,1,3,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,2,4,0,0,0,1,0
soccer-671124,eng.1,2024,2023-10-29 14:00:00+00:00,FUL,BHA,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0,2,0,0,1,0,0
soccer-671127,eng.1,2024,2023-10-29 14:00:00+00:00,NFO,LIV,0,3,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,3,3,0,0,0,0,0
soccer-671128,eng.1,2024,2023-10-29 15:30:00+00:00,MNC,MAN,3,0,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,3,3,0,0,0,1,0
soccer-671131,eng.1,2024,2023-11-04 12:30:00+00:00,MAN,FUL,1,0,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,1,1,0,0,0,1,0
soccer-671134,eng.1,2024,2023-11-04 15:00:00+00:00,WHU,BRE,2,3,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,1,5,0,2,1,0,0
soccer-671133,eng.1,2024,2023-11-04 15:00:00+00:00,CRY,BUR,2,0,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,2,2,0,0,0,1,0
soccer-671132,eng.1,2024,2023-11-04 15:00:00+00:00,BHA,EVE,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0,2,0,0,1,1,0
soccer-671136,eng.1,2024,2023-11-04 15:00:00+00:00,BOU,MNC,1,6,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,5,7,0,0,0,1,0
soccer-671140,eng.1,2024,2023-11-04 15:00:00+00:00,WOL,SHU,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,1,3,0,0,0,1,0
soccer-671137,eng.1,2024,2023-11-04 17:30:00+00:00,ARS,NEW,0,1,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,1,1,0,0,0,0,0
soccer-671138,eng.1,2024,2023-11-05 14:00:00+00:00,AVL,NFO,0,2,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,2,2,0,0,0,0,0
soccer-671135,eng.1,2024,2023-11-05 16:30:00+00:00,LIV,LTN,1,1,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0,2,0,0,1,1,0
soccer-671139,eng.1,2024,2023-11-06 20:00:00+00:00,CHE,TOT,4,1,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,3,5,2,1,1,1,0
soccer-671144,eng.1,2024,2023-11-11 12:30:00+00:00,TOT,WOL,1,2,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,1,3,0,1,1,1,0
